tier,fico,approve date,term,amount,car type,competition apr,accept,apr,prime,partner bin
1,781,10/23/2004,60,11200,U,4.79,1,4.79,1.94,1
1,738,10/23/2004,60,31000,U,4.79,0,4.79,1.94,1
1,833,10/23/2004,60,10000,U,4.79,0,4.79,1.94,3
1,776,10/23/2004,60,5000,U,4.79,0,4.79,1.94,3
1,759,10/23/2004,60,32000,U,4.79,0,4.79,1.94,2
1,732,10/23/2004,60,23000,U,4.79,0,4.79,1.94,2
3,677,10/23/2004,60,20192.4,U,4.79,1,8.65,1.94,3
3,695,10/23/2004,60,25000,U,4.79,0,8.65,1.94,3
1,755,10/23/2004,60,19787,U,4.79,0,4.79,1.94,1
3,684,10/23/2004,60,9924,U,4.79,0,8.65,1.94,3
4,660,10/23/2004,60,15000,U,4.79,1,10.95,1.94,1
3,684,10/23/2004,60,28772,U,4.79,0,8.65,1.94,1
2,726,10/23/2004,60,14694,U,4.79,1,6.44,1.94,3
2,706,10/23/2004,60,40000,U,4.79,0,6.44,1.94,2
1,731,10/23/2004,60,27000,U,4.79,0,4.79,1.94,1
2,796,10/23/2004,60,49999,U,4.79,0,6.44,1.94,1
2,715,10/23/2004,60,37000,U,4.79,0,6.44,1.94,2
1,744,10/23/2004,60,22628.44,U,4.79,1,4.79,1.94,1
1,731,10/23/2004,60,30000,U,4.79,0,4.79,1.94,2
2,700,10/23/2004,60,23748,U,4.79,0,6.44,1.94,2
2,714,10/23/2004,60,35000,U,4.79,0,6.44,1.94,2
1,740,10/23/2004,60,18500,U,4.79,0,4.79,1.94,1
2,703,10/23/2004,60,6835,U,4.79,1,6.44,1.94,3
2,704,10/23/2004,60,31000,U,4.79,0,6.44,1.94,1
1,769,10/23/2004,60,29999.99,U,4.79,0,4.79,1.94,1
1,717,10/23/2004,60,35000,U,4.79,0,4.79,1.94,2
1,726,10/23/2004,60,25000,U,4.79,0,4.79,1.94,2
2,720,10/23/2004,60,25000,U,4.79,0,6.44,1.94,1
1,804,10/24/2004,60,27000,U,4.79,0,4.39,1.94,3
1,817,10/24/2004,60,27000,U,4.79,0,4.79,1.94,3
2,690,10/24/2004,60,44999.99,U,4.79,0,6.44,1.94,2
1,803,10/24/2004,60,34999.99,U,4.79,0,4.79,1.94,3
3,696,10/24/2004,60,25344,U,4.79,0,8.65,1.94,2
3,672,10/24/2004,60,29000,U,4.79,0,8.65,1.94,2
2,713,10/24/2004,60,28943,U,4.79,0,6.44,1.94,2
3,713,10/24/2004,60,25000,U,4.79,0,6.49,1.94,2
1,725,10/25/2004,60,28000,U,4.79,0,4.79,1.951,1
2,681,10/24/2004,60,30000,U,4.79,0,6.44,1.94,3
2,722,10/24/2004,60,21854,U,4.79,0,6.44,1.94,2
3,681,10/24/2004,60,20999.99,U,4.79,0,8.65,1.94,2
3,716,10/24/2004,60,24500,U,4.79,0,6.49,1.94,3
1,811,10/24/2004,60,62999,U,4.79,0,4.79,1.94,1
2,708,10/24/2004,60,36000,U,4.79,0,6.44,1.94,2
1,731,10/24/2004,60,18999.99,U,4.79,1,4.79,1.94,2
1,811,10/24/2004,60,25000,U,4.79,0,4.79,1.94,3
2,728,10/24/2004,60,24000,U,4.79,0,6.44,1.94,2
3,689,10/24/2004,60,18999.99,U,4.79,0,8.65,1.94,2
2,706,10/24/2004,60,30000,U,4.79,0,6.44,1.94,2
3,696,10/24/2004,60,31000,U,4.79,0,8.65,1.94,2
1,780,10/24/2004,60,15000,U,4.79,0,4.79,1.94,3
2,720,10/24/2004,60,13999.99,U,4.79,0,6.44,1.94,2
2,676,10/24/2004,60,22980,U,4.79,0,6.44,1.94,2
3,692,10/24/2004,60,29999.99,U,4.79,0,8.65,1.94,3
1,800,10/24/2004,60,34999.99,U,4.79,0,4.79,1.94,3
1,781,10/24/2004,60,25000,U,4.79,0,4.39,1.94,3
2,704,10/24/2004,60,27000,U,4.79,0,6.44,1.94,2
1,809,10/24/2004,60,20000,U,4.79,0,4.79,1.94,3
3,685,10/24/2004,60,20000,U,4.79,0,8.65,1.94,2
1,789,10/24/2004,60,15000,U,4.79,1,4.79,1.94,1
3,688,10/24/2004,60,8000,U,4.79,0,8.65,1.94,1
3,682,10/24/2004,60,35000,U,4.79,0,8.65,1.94,1
1,705,10/24/2004,60,23000,U,4.79,0,4.79,1.94,2
3,709,10/24/2004,60,50000,U,4.79,0,6.49,1.94,3
3,613,10/24/2004,60,18150,U,4.79,0,8.65,1.94,3
2,714,10/25/2004,60,5999.99,U,4.79,0,6.44,1.951,1
4,660,10/24/2004,60,27436,U,4.79,0,10.95,1.94,1
2,701,10/24/2004,60,20000,U,4.79,0,6.44,1.94,2
2,723,10/24/2004,60,35999.99,U,4.79,0,6.44,1.94,3
1,755,10/24/2004,60,28650,U,4.79,1,4.79,1.94,3
1,785,10/24/2004,60,31000,U,4.79,0,4.79,1.94,3
3,678,10/24/2004,60,9999.99,U,4.79,1,8.55,1.94,3
4,649,10/24/2004,60,12499.99,U,4.79,0,10.95,1.94,3
4,656,10/24/2004,60,24356,U,4.79,0,10.95,1.94,1
4,623,10/24/2004,60,19999.99,U,4.79,1,10.95,1.94,2
4,669,10/24/2004,60,9999.99,U,4.79,0,10.95,1.94,2
2,700,10/24/2004,60,11723.5,U,4.79,1,6.44,1.94,2
3,687,10/24/2004,60,35000,U,4.79,0,8.65,1.94,3
3,699,10/24/2004,60,23199.99,U,4.79,0,8.65,1.94,1
1,790,10/24/2004,60,10502.01,U,4.79,1,4.79,1.94,1
1,684,10/24/2004,60,14522,U,4.79,1,4.79,1.94,1
2,722,10/24/2004,60,31000,U,4.79,0,6.44,1.94,2
1,664,10/24/2004,60,12289.55,U,4.79,1,4.79,1.94,1
2,724,10/25/2004,60,25000,U,4.79,0,6.44,1.951,2
4,667,10/25/2004,60,15885,U,4.79,0,10.95,1.951,3
1,754,10/25/2004,60,28000,U,4.79,0,4.79,1.951,2
3,685,10/25/2004,60,30000,U,4.79,0,8.65,1.951,1
3,697,10/25/2004,60,40000,U,4.79,0,8.65,1.951,2
1,802,10/25/2004,60,27000,U,4.79,0,4.79,1.951,3
3,698,10/25/2004,60,25000,U,4.79,0,8.65,1.951,1
3,685,10/25/2004,60,11999,U,4.79,0,8.65,1.951,1
3,674,10/25/2004,60,10336.33,U,4.79,1,8.65,1.951,1
1,740,10/25/2004,60,18202,U,4.79,0,4.79,1.951,2
2,715,10/25/2004,60,30000,U,4.79,0,6.44,1.951,2
1,732,10/25/2004,60,12725.79,U,4.79,1,4.79,1.951,3
2,705,10/25/2004,60,30000,U,4.79,0,6.44,1.951,2
3,720,10/25/2004,60,30000,U,4.79,0,6.49,1.951,2
2,712,10/25/2004,60,11500,U,4.79,1,6.44,1.951,3
4,664,10/25/2004,60,10999.99,U,4.79,0,10.95,1.951,2
1,823,10/25/2004,60,16000,U,4.79,0,4.79,1.951,1
1,791,10/25/2004,60,9500,U,4.79,1,4.79,1.951,3
1,730,10/25/2004,60,24513.88,U,4.79,1,4.79,1.951,1
1,730,10/25/2004,60,26483,U,4.79,0,4.79,1.951,2
3,695,10/25/2004,60,26000,U,4.79,0,8.65,1.951,2
1,751,10/25/2004,60,30000,U,4.79,0,4.79,1.951,1
3,695,10/25/2004,60,9620.85,U,4.79,1,8.65,1.951,3
4,655,10/25/2004,60,10129.7,U,4.79,1,10.95,1.951,1
1,831,10/25/2004,60,11615,U,4.79,1,4.79,1.951,3
2,717,10/25/2004,60,38000,U,4.79,0,6.44,1.951,2
3,665,10/25/2004,60,32000,U,4.79,0,8.65,1.951,1
1,785,10/25/2004,60,19000,U,4.79,1,4.79,1.951,1
2,705,10/25/2004,60,10676,U,4.79,1,6.44,1.951,1
2,729,10/25/2004,60,45999.99,U,4.79,0,6.44,1.951,3
2,709,10/25/2004,60,12500,U,4.79,1,6.44,1.951,3
2,723,10/25/2004,60,24999,U,4.79,0,6.34,1.951,3
2,713,10/25/2004,60,25000,U,4.79,0,6.44,1.951,3
3,692,10/25/2004,60,25999.99,U,4.79,0,8.65,1.951,2
3,698,10/25/2004,60,20000,U,4.79,0,8.65,1.951,2
3,699,10/25/2004,60,24000,U,4.79,0,8.65,1.951,2
2,709,10/25/2004,60,23000,U,4.79,1,6.44,1.951,1
1,777,10/25/2004,60,24999,U,4.79,0,4.79,1.951,3
3,720,10/25/2004,60,18000,U,4.79,0,6.49,1.951,3
1,740,10/25/2004,60,22000,U,4.79,0,4.79,1.951,2
2,708,10/25/2004,60,29000,U,4.79,0,6.44,1.951,3
1,713,10/25/2004,60,17333.11,U,4.79,1,4.79,1.951,2
1,744,10/25/2004,60,25000,U,4.79,0,4.79,1.951,3
4,650,10/25/2004,60,24999.99,U,4.79,0,10.95,1.951,1
3,689,10/25/2004,60,25000,U,4.79,0,8.65,1.951,1
3,692,10/25/2004,60,25000,U,4.79,0,8.65,1.951,2
2,701,10/25/2004,60,22000,U,4.79,0,6.44,1.951,1
1,760,10/25/2004,60,32999.99,U,4.79,0,4.79,1.951,1
2,707,10/25/2004,60,39999.99,U,4.79,0,6.44,1.951,2
3,723,10/25/2004,60,7086.25,U,4.79,1,6.49,1.951,1
3,693,10/25/2004,60,35000,U,4.79,0,8.65,1.951,1
4,659,10/25/2004,60,25000,U,4.79,0,10.95,1.951,3
3,697,10/25/2004,60,13999.99,U,4.79,0,8.65,1.951,1
2,709,10/25/2004,60,9523.5,U,4.79,1,6.44,1.951,2
1,796,10/25/2004,60,16000,U,4.79,0,4.79,1.951,3
1,754,10/25/2004,60,22000,U,4.79,0,4.54,1.951,1
1,766,10/25/2004,60,41052,U,4.79,0,4.79,1.951,3
2,722,10/25/2004,60,21999.99,U,4.79,0,6.44,1.951,2
1,810,10/25/2004,60,34000,U,4.79,0,4.79,1.951,1
4,669,10/25/2004,60,15000,U,4.79,0,10.95,1.951,3
2,711,10/25/2004,60,27700,U,4.79,0,6.44,1.951,2
1,786,10/25/2004,60,25000,U,4.79,0,4.79,1.951,3
4,655,10/25/2004,60,14999.99,U,4.79,0,10.95,1.951,3
2,707,10/25/2004,60,12770.46,U,4.79,1,6.44,1.951,2
3,683,10/25/2004,60,39999.99,U,4.79,0,6.49,1.951,2
3,693,10/25/2004,60,30000,U,4.79,0,8.65,1.951,2
1,772,10/25/2004,60,7695.2,U,4.79,1,4.79,1.951,1
1,734,10/25/2004,60,21999.99,U,4.79,0,4.79,1.951,2
1,708,10/25/2004,60,12370.59,U,4.79,1,4.79,1.951,3
3,723,10/25/2004,60,6999.99,U,4.79,1,6.49,1.951,1
1,811,10/25/2004,60,20000,U,4.79,0,4.79,1.951,3
4,660,10/26/2004,60,14999.99,U,4.79,0,10.95,1.959,2
2,678,10/26/2004,60,17999,U,4.79,0,6.44,1.959,2
2,706,10/26/2004,60,29999,U,4.79,0,6.44,1.959,2
1,812,10/26/2004,60,14999,U,4.79,0,4.79,1.959,3
1,800,10/26/2004,60,28999,U,4.79,0,4.79,1.959,1
1,677,10/26/2004,60,30999,U,4.79,0,4.79,1.959,2
1,750,10/26/2004,60,34999,U,4.79,0,4.79,1.959,3
1,811,10/26/2004,60,17407.94,U,4.79,1,4.79,1.959,3
2,711,10/26/2004,60,22560,U,4.79,0,6.44,1.959,2
2,708,10/26/2004,60,29999.99,U,4.79,0,6.44,1.959,2
2,677,10/26/2004,60,13928.57,U,4.79,1,6.44,1.959,1
2,720,10/26/2004,60,16671,U,4.79,0,6.44,1.959,3
1,739,10/26/2004,60,25995,U,4.79,0,4.79,1.959,2
1,770,10/26/2004,60,15500,U,4.79,1,4.79,1.959,1
1,742,10/26/2004,60,20000,U,4.79,0,4.79,1.959,2
1,670,10/26/2004,60,16000,U,4.79,0,4.79,1.959,1
3,681,10/26/2004,60,24999.99,U,4.79,0,8.65,1.959,3
1,755,10/26/2004,60,15713.99,U,4.79,0,4.79,1.959,3
4,651,10/26/2004,60,6999.99,U,4.79,0,10.95,1.959,1
3,691,10/26/2004,60,25000,U,4.79,0,8.65,1.959,1
1,712,10/26/2004,60,32000,U,4.79,0,4.79,1.959,2
2,729,10/26/2004,60,21236.38,U,4.79,1,6.44,1.959,1
1,734,10/26/2004,60,34999.99,U,4.79,0,4.79,1.959,3
1,714,10/26/2004,60,20000,U,4.79,1,4.79,1.959,2
1,740,10/26/2004,60,16583,U,4.79,1,4.79,1.959,2
1,768,10/26/2004,60,35834.36,U,4.79,1,4.79,1.959,1
3,670,10/27/2004,60,18399.99,U,4.79,0,8.65,1.96,3
1,746,10/26/2004,60,45000,U,4.79,0,4.79,1.959,3
2,719,10/26/2004,60,21000,U,4.79,0,6.44,1.959,1
2,727,10/26/2004,60,9999.99,U,4.79,0,6.44,1.959,2
1,832,10/26/2004,60,30000,U,4.79,0,4.79,1.959,1
2,714,10/26/2004,60,30000,U,4.79,0,6.44,1.959,2
1,749,10/26/2004,60,18000,U,4.79,0,4.79,1.959,1
1,747,10/26/2004,60,27500,U,4.79,0,4.79,1.959,3
2,726,10/26/2004,60,24000,U,4.79,0,6.44,1.959,2
3,700,10/26/2004,60,19630,U,4.79,0,6.49,1.959,2
2,723,10/26/2004,60,25000,U,4.79,0,6.44,1.959,2
3,684,10/26/2004,60,6700,U,4.79,1,8.65,1.959,1
2,685,10/26/2004,60,24999.99,U,4.79,0,6.44,1.959,3
4,666,10/26/2004,60,14299.99,U,4.79,0,10.95,1.959,1
1,736,10/26/2004,60,9999.99,U,4.79,0,4.79,1.959,2
4,668,10/26/2004,60,15341,U,4.79,0,10.95,1.959,1
3,677,10/26/2004,60,20000,U,4.79,0,8.65,1.959,3
3,682,10/26/2004,60,28000,U,4.79,0,8.65,1.959,1
3,685,10/26/2004,60,10499.99,U,4.79,0,8.65,1.959,3
1,757,10/26/2004,60,40000,U,4.79,0,4.79,1.959,2
2,717,10/26/2004,60,50000,U,4.79,0,6.44,1.959,2
2,706,10/26/2004,60,10695.76,U,4.79,1,6.44,1.959,1
3,764,10/26/2004,60,25000,U,4.79,0,8.65,1.959,2
1,734,10/26/2004,60,19999.99,U,4.79,0,4.79,1.959,2
2,700,10/26/2004,60,26000,U,4.79,0,6.44,1.959,2
4,664,10/26/2004,60,19339,U,4.79,0,10.95,1.959,3
1,769,10/26/2004,60,11705.88,U,4.79,1,4.79,1.959,1
1,743,10/26/2004,60,30000,U,4.79,0,4.79,1.959,3
2,721,10/26/2004,60,16499.99,U,4.79,0,6.44,1.959,2
1,741,10/27/2004,60,19462.96,U,4.79,1,4.79,1.96,1
3,694,10/26/2004,60,23988,U,4.79,0,8.65,1.959,2
3,688,10/26/2004,60,7899.99,U,4.79,0,8.65,1.959,3
2,708,10/26/2004,60,9999.99,U,4.79,0,6.44,1.959,2
1,792,10/27/2004,60,25000,U,4.79,0,4.79,1.96,2
2,684,10/26/2004,60,29485.54,U,4.79,1,6.44,1.959,3
1,733,10/27/2004,60,35000,U,4.79,0,4.79,1.96,1
3,690,10/26/2004,60,10999.99,U,4.79,0,8.65,1.959,3
3,692,10/26/2004,60,26500,U,4.79,0,8.65,1.959,2
1,749,10/26/2004,60,21000,U,4.79,0,4.79,1.959,2
1,798,10/27/2004,60,34999,U,4.79,0,4.79,1.96,3
2,709,10/27/2004,60,17999,U,4.79,0,6.44,1.96,2
1,802,10/27/2004,60,21999,U,4.79,0,4.79,1.96,1
1,776,10/27/2004,60,13133,U,4.79,1,4.79,1.96,3
2,721,10/28/2004,60,8000,U,4.79,1,6.44,1.99,1
4,649,10/27/2004,60,11899,U,4.79,0,10.95,1.96,1
2,706,10/27/2004,60,13999.99,U,4.79,0,6.44,1.96,2
1,815,10/27/2004,60,32308,U,4.79,0,4.79,1.96,1
2,719,10/27/2004,60,17999.99,U,4.79,0,6.44,1.96,1
1,758,10/27/2004,60,25000,U,4.79,0,4.79,1.96,3
2,700,10/27/2004,60,23000,U,4.79,0,6.44,1.96,2
1,743,10/27/2004,60,14934,U,4.79,1,4.79,1.96,3
2,706,10/27/2004,60,35827,U,4.79,0,6.44,1.96,3
1,759,10/27/2004,60,30000,U,4.79,0,4.69,1.96,3
1,778,10/27/2004,60,28900,U,4.79,0,4.79,1.96,3
3,695,10/27/2004,60,9999.99,U,4.79,0,8.65,1.96,2
1,732,10/27/2004,60,14866.03,U,4.79,1,4.79,1.96,1
3,691,10/27/2004,60,19000,U,4.79,0,8.65,1.96,3
1,801,10/27/2004,60,32000,U,4.79,0,4.79,1.96,3
1,748,10/27/2004,60,35000,U,4.79,0,4.79,1.96,2
3,671,10/27/2004,60,22999.99,U,4.79,0,8.65,1.96,1
1,739,10/27/2004,60,17999.99,U,4.79,0,4.79,1.96,3
1,765,10/27/2004,60,12500,U,4.79,1,4.79,1.96,1
3,754,10/27/2004,60,24408.65,U,4.79,1,4.49,1.96,1
2,704,10/27/2004,60,9999.99,U,4.79,1,6.44,1.96,2
1,748,10/27/2004,60,15000,U,4.79,0,4.79,1.96,3
3,690,10/28/2004,60,28000,U,4.79,0,8.65,1.99,2
2,701,10/27/2004,60,25591,U,4.79,0,6.44,1.96,3
3,683,10/27/2004,60,26999.99,U,4.79,0,8.65,1.96,1
3,696,10/27/2004,60,29999.99,U,4.79,0,8.65,1.96,1
1,808,10/27/2004,60,25000,U,4.79,0,4.79,1.96,1
2,727,10/27/2004,60,35000,U,4.79,0,6.44,1.96,1
3,744,10/27/2004,60,19999.99,U,4.79,0,4.49,1.96,1
1,754,10/27/2004,60,18000,U,4.79,0,4.95,1.96,1
4,653,10/27/2004,60,16500,U,4.79,0,10.95,1.96,3
4,668,10/27/2004,60,14999.99,U,4.79,0,10.95,1.96,1
1,738,10/27/2004,60,8000,U,4.79,0,4.79,1.96,3
2,711,10/27/2004,60,20499.99,U,4.79,0,6.44,1.96,2
1,734,10/27/2004,60,15000,U,4.79,1,4.79,1.96,1
3,699,10/27/2004,60,16999.99,U,4.79,0,8.65,1.96,2
1,799,10/27/2004,60,14999.99,U,4.79,0,4.79,1.96,3
4,656,10/27/2004,60,19999.99,U,4.79,0,10.95,1.96,2
1,751,10/27/2004,60,6000,U,4.79,0,4.79,1.96,1
3,787,10/27/2004,60,37999.99,U,4.79,1,4.49,1.96,1
4,658,10/27/2004,60,15999.99,U,4.79,0,10.95,1.96,2
3,715,10/27/2004,60,35000,U,4.79,0,6.49,1.96,1
1,759,10/27/2004,60,39999.99,U,4.79,0,4.79,1.96,1
3,685,10/27/2004,60,22500,U,4.79,0,8.65,1.96,1
3,699,10/27/2004,60,26000,U,4.79,0,8.65,1.96,2
1,818,10/27/2004,60,25000,U,4.79,0,4.79,1.96,3
1,810,10/27/2004,60,45000,U,4.79,0,4.79,1.96,3
1,822,10/27/2004,60,24436.35,U,4.79,1,4.79,1.96,1
3,685,10/27/2004,60,33000,U,4.79,0,8.65,1.96,2
3,683,10/27/2004,60,9999.99,U,4.79,0,8.65,1.96,2
3,699,10/27/2004,60,19999.99,U,4.79,0,8.65,1.96,2
3,747,10/27/2004,60,26000,U,4.79,0,4.49,1.96,1
3,697,10/27/2004,60,6999.99,U,4.79,0,8.65,1.96,3
1,790,10/27/2004,60,29000,U,4.79,0,4.79,1.96,1
1,824,10/27/2004,60,24599.9,U,4.79,1,4.79,1.96,1
1,753,10/27/2004,60,25000,U,4.79,0,4.79,1.96,2
1,744,10/27/2004,60,12527.75,U,4.79,1,4.85,1.96,1
2,710,10/27/2004,60,25999.99,U,4.79,0,6.44,1.96,2
3,729,10/27/2004,60,33999.99,U,4.79,0,6.49,1.96,2
1,736,10/28/2004,60,12002.44,U,4.79,1,4.79,1.99,1
1,814,10/27/2004,60,29999.99,U,4.79,1,4.79,1.96,1
1,742,10/27/2004,60,30000,U,4.79,0,4.79,1.96,2
2,705,10/27/2004,60,17500,U,4.79,0,6.44,1.96,3
1,828,10/27/2004,60,20000,U,4.79,0,4.79,1.96,3
2,700,10/27/2004,60,28000,U,4.79,0,6.44,1.96,2
1,769,10/28/2004,60,22297,U,4.79,0,4.79,1.99,3
1,793,10/28/2004,60,25300,U,4.79,0,4.79,1.99,1
4,664,10/28/2004,60,13079,U,4.79,0,10.95,1.99,2
2,706,10/28/2004,60,21000,U,4.79,0,6.44,1.99,2
2,718,10/28/2004,60,18999,U,4.79,0,6.44,1.99,2
1,731,10/28/2004,60,40000,U,4.79,0,4.79,1.99,3
1,617,10/28/2004,60,29500,U,4.79,0,4.79,1.99,1
1,776,10/28/2004,60,38000,U,4.79,0,4.79,1.99,3
1,821,10/28/2004,60,20000,U,4.79,0,4.79,1.99,1
3,699,10/28/2004,60,16500,U,4.79,0,8.65,1.99,3
1,738,10/28/2004,60,30000,U,4.79,0,4.79,1.99,3
1,747,10/28/2004,60,20000,U,4.79,0,4.79,1.99,1
1,742,10/30/2004,60,39773,U,4.79,0,4.79,2,3
1,799,10/28/2004,60,15736.43,U,4.79,1,4.79,1.99,3
1,822,10/28/2004,60,20000,U,4.79,0,4.79,1.99,3
1,756,10/28/2004,60,12373,U,4.79,1,4.79,1.99,1
3,680,10/28/2004,60,35000,U,4.79,0,8.65,1.99,3
2,729,10/28/2004,60,48700,U,4.79,0,6.44,1.99,2
1,753,10/28/2004,60,26100,U,4.79,0,4.79,1.99,2
4,668,10/28/2004,60,8499.99,U,4.79,0,10.95,1.99,1
1,787,10/28/2004,60,40000,U,4.79,0,4.79,1.99,1
4,640,10/28/2004,60,16296.43,U,4.79,1,10.95,1.99,1
3,685,10/28/2004,60,20768.94,U,4.79,1,8.65,1.99,1
3,698,10/28/2004,60,23000,U,4.79,0,8.65,1.99,1
1,784,10/28/2004,60,17218.5,U,4.79,1,4.79,1.99,1
3,681,10/28/2004,60,19999.99,U,4.79,0,8.65,1.99,2
2,715,10/28/2004,60,25715.99,U,4.79,0,6.44,1.99,3
1,751,10/28/2004,60,25000,U,4.79,0,4.79,1.99,2
1,810,10/28/2004,60,45000,U,4.79,0,4.79,1.99,3
2,762,10/28/2004,60,25000,U,4.79,0,6.44,1.99,1
1,766,10/28/2004,60,32000,U,4.79,0,4.79,1.99,1
3,765,10/29/2004,60,49999,U,4.79,0,4.49,2,3
2,702,10/28/2004,60,19999.99,U,4.79,0,6.44,1.99,2
1,737,10/28/2004,60,17999.99,U,4.79,0,4.79,1.99,2
1,735,10/28/2004,60,16572.12,U,4.79,1,4.79,1.99,1
1,788,10/28/2004,60,19999.99,U,4.79,0,4.79,1.99,1
3,690,10/28/2004,60,45000,U,4.79,0,8.65,1.99,3
3,685,10/28/2004,60,23500,U,4.79,0,8.65,1.99,2
3,688,10/28/2004,60,24500,U,4.79,0,8.65,1.99,3
1,703,10/28/2004,60,28000,U,4.79,0,4.79,1.99,2
3,678,10/28/2004,60,19999.99,U,4.79,0,8.65,1.99,2
3,701,10/28/2004,60,25000,U,4.79,0,6.49,1.99,3
1,820,10/28/2004,60,20000,U,4.79,0,4.79,1.99,3
3,698,10/28/2004,60,30000,U,4.79,0,8.65,1.99,2
2,704,10/28/2004,60,28500,U,4.79,0,6.44,1.99,2
3,699,10/28/2004,60,30000,U,4.79,0,8.65,1.99,2
1,793,10/28/2004,60,35000,U,4.79,0,4.79,1.99,3
2,698,10/28/2004,60,26000,U,4.79,0,6.44,1.99,2
1,792,10/28/2004,60,29826,U,4.79,0,4.79,1.99,1
2,720,10/28/2004,60,34500,U,4.79,0,6.44,1.99,2
2,706,10/29/2004,60,15999,U,4.79,0,6.44,2,2
2,707,10/29/2004,60,26000,U,4.79,0,6.44,2,2
1,744,10/29/2004,60,20000,U,4.79,0,4.79,2,2
1,736,10/29/2004,60,17999,U,4.79,0,4.79,2,1
1,735,10/29/2004,60,20390.04,U,4.79,1,4.79,2,1
3,685,10/29/2004,60,30000,U,4.79,0,8.65,2,2
1,781,10/29/2004,60,15958.81,U,4.79,1,4.79,2,1
3,683,10/29/2004,60,19999.99,U,4.79,0,8.65,2,1
2,700,10/29/2004,60,45000,U,4.79,0,6.44,2,3
3,696,10/29/2004,60,21817,U,4.79,0,8.65,2,2
3,673,10/29/2004,60,13109,U,4.79,1,8.65,2,1
2,707,10/29/2004,60,21000,U,4.79,0,6.44,2,2
1,745,10/29/2004,60,21999.99,U,4.79,0,4.79,2,2
1,741,10/29/2004,60,28000,U,4.79,0,4.79,2,2
2,706,10/29/2004,60,30000,U,4.79,0,6.44,2,2
1,821,10/29/2004,60,21000,U,4.79,1,4.79,2,1
1,757,10/29/2004,60,19999,U,4.79,1,4.69,2,3
1,759,10/29/2004,60,34000,U,4.79,0,4.79,2,2
3,685,10/29/2004,60,14157,U,4.79,0,8.65,2,1
1,765,10/29/2004,60,12678,U,4.79,0,4.79,2,3
1,736,10/29/2004,60,12499,U,4.79,1,4.79,2,1
1,735,10/29/2004,60,5145,U,4.79,1,4.79,2,2
1,788,10/29/2004,60,25000,U,4.79,0,4.79,2,2
1,788,10/29/2004,60,12650.36,U,4.79,1,4.79,2,1
1,764,10/29/2004,60,17500,U,4.79,0,4.79,2,1
1,816,10/29/2004,60,30000,U,4.79,0,4.79,2,3
2,666,10/29/2004,60,40000,U,4.79,0,6.44,2,2
1,795,10/29/2004,60,34999,U,4.79,0,4.79,2,3
1,805,10/29/2004,60,43674,U,4.79,0,4.79,2,3
2,772,10/29/2004,60,45000,U,4.79,0,6.44,2,3
3,696,10/29/2004,60,15999.99,U,4.79,1,8.49,2,1
2,707,10/29/2004,60,32899,U,4.79,0,6.44,2,1
3,691,10/29/2004,60,13999,U,4.79,0,8.65,2,2
2,721,10/29/2004,60,20300,U,4.79,0,6.44,2,2
1,781,10/29/2004,60,22000,U,4.79,1,4.79,2,3
2,725,10/29/2004,60,22929,U,4.79,0,6.44,2,2
1,792,10/29/2004,60,30000,U,4.79,0,4.79,2,1
4,658,10/29/2004,60,15999.99,U,4.79,0,10.95,2,2
3,733,10/29/2004,60,22978,U,4.79,1,4.49,2,1
1,794,10/29/2004,60,20753.59,U,4.79,1,4.79,2,3
1,764,10/29/2004,60,5000,U,4.79,0,4.79,2,3
3,678,10/29/2004,60,8999.99,U,4.79,0,8.65,2,1
4,647,10/29/2004,60,39999.99,U,4.79,0,10.95,2,2
3,766,10/29/2004,60,16267.12,U,4.79,1,4.49,2,3
1,786,10/29/2004,60,10541.47,U,4.79,1,4.79,2,1
2,711,10/29/2004,60,20884.86,U,4.79,1,6.44,2,1
1,673,10/29/2004,60,30000,U,4.79,0,4.79,2,2
2,725,10/29/2004,60,17210.09,U,4.79,1,6.44,2,1
2,692,10/29/2004,60,27999.99,U,4.79,0,6.44,2,2
1,757,10/29/2004,60,38500,U,4.79,0,4.79,2,1
4,657,10/29/2004,60,10000,U,4.79,0,10.95,2,3
2,709,10/29/2004,60,20000,U,4.79,1,6.44,2,3
2,705,10/29/2004,60,20000,U,4.79,1,6.44,2,3
3,699,10/29/2004,60,30000,U,4.79,0,8.65,2,1
2,724,10/29/2004,60,24299,U,4.79,1,6.44,2,1
1,764,10/29/2004,60,17999.99,U,4.79,0,4.79,2,3
1,815,10/29/2004,60,13064.44,U,4.79,1,4.79,2,1
2,718,10/29/2004,60,5024.5,U,4.79,1,6.44,2,1
3,692,10/30/2004,60,31012,U,4.79,0,8.65,2,1
4,657,10/30/2004,60,16499,U,4.79,0,10.95,2,3
4,666,10/30/2004,60,23500,U,4.79,0,10.95,2,2
2,716,10/30/2004,60,30000,U,4.79,0,6.44,2,2
3,781,10/30/2004,60,28253,U,4.79,0,4.49,2,3
4,657,10/30/2004,60,20000,U,4.79,0,10.95,2,1
1,788,10/30/2004,60,19999.99,U,4.79,0,4.79,2,1
3,711,10/30/2004,60,34999.99,U,4.79,0,8.65,2,3
4,663,10/30/2004,60,15000,U,4.79,0,10.95,2,2
3,696,10/30/2004,60,19821,U,4.79,0,8.65,2,2
1,734,10/30/2004,60,16799.34,U,4.79,1,4.79,2,2
2,672,10/30/2004,60,31000,U,4.79,0,6.44,2,2
